,Provincia,Edad Aprox.,Motivo Desaparción,Situación Actual,Sexo
11051,19,12,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11052,1,16,FISCALÍA,ENCONTRADO,MUJER
11053,19,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11054,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11055,8,12,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11056,4,21,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11057,4,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11058,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11059,6,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11060,4,42,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11061,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11062,8,48,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11063,1,18,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11064,4,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11065,1,43,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11066,3,13,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11067,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11068,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11069,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11070,1,26,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11071,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11072,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11073,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11074,7,18,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11075,1,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11076,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11077,13,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11078,1,34,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11079,1,15,FISCALÍA,ENCONTRADO,MUJER
11080,20,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11081,12,40,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11082,12,42,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11083,7,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11084,15,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11085,21,1,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11086,19,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11087,8,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11088,13,26,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11089,20,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11090,1,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11091,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11092,1,16,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11093,1,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11094,8,32,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11095,1,10,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11096,1,14,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11097,22,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11098,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11099,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11100,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11101,1,18,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11102,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11103,19,19,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11104,1,26,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11105,1,39,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11106,10,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11107,11,56,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11108,1,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11109,1,21,FISCALÍA,ENCONTRADO,MUJER
11110,6,43,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11111,4,13,EXTRAVIADA,ENCONTRADO,MUJER
11112,1,20,FISCALÍA,ENCONTRADO,MUJER
11113,7,12,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11114,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11115,4,31,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11116,5,17,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11117,19,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11118,10,14,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11119,20,23,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11120,6,40,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11121,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11122,18,23,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11123,3,14,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11124,1,18,FISCALÍA,ENCONTRADO,MUJER
11125,6,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11126,2,52,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11127,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11128,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11129,13,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11130,3,20,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11131,1,42,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11132,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11133,22,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11134,4,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11135,12,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11136,20,38,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11137,1,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11138,18,23,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11139,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11140,1,72,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11141,11,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11142,5,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11143,8,33,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11144,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11145,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11146,11,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11147,5,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11148,1,39,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11149,1,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11150,3,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11151,1,18,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11152,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11153,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11154,4,5,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11155,20,25,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11156,13,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11157,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11158,2,32,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11159,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11160,12,42,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11161,10,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11162,5,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11163,5,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11164,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11165,2,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11166,1,13,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11167,18,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11168,7,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11169,11,12,EXTRAVIADA,ENCONTRADO,MUJER
11170,20,40,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11171,5,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11172,6,7,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11173,15,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11174,10,24,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11175,4,31,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11176,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11177,3,21,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11178,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11179,1,20,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11180,1,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11181,4,13,EXTRAVIADA,ENCONTRADO,MUJER
11182,3,13,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11183,1,26,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11184,1,25,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11185,1,25,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11186,20,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11187,1,51,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11188,1,16,FISCALÍA,ENCONTRADO,MUJER
11189,5,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11190,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11191,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11192,4,28,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11193,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11194,4,14,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11195,1,31,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11196,1,12,EXTRAVIADA,ENCONTRADO,MUJER
11197,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11198,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11199,13,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11200,1,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11201,2,18,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11202,7,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11203,4,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11204,4,12,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11205,1,12,EXTRAVIADA,ENCONTRADO,MUJER
11206,4,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11207,17,20,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11208,5,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11209,13,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11210,1,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11211,18,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11212,1,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11213,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11214,2,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11215,1,33,FISCALÍA,ENCONTRADO,MUJER
11216,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11217,10,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11218,1,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11219,4,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11220,1,43,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11221,1,32,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11222,10,19,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11223,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11224,5,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11225,5,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11226,1,43,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11227,19,14,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11228,21,9,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11229,1,23,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11230,7,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11231,19,12,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11232,4,19,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11233,19,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11234,4,21,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11235,4,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11236,1,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11237,1,17,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11238,4,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11239,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11240,19,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11241,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11242,1,41,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11243,1,24,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11244,4,14,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11245,1,14,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11246,13,31,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11247,1,23,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11248,1,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11249,19,11,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11250,4,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11251,1,31,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11252,4,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11253,6,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11254,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11255,1,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11256,13,41,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11257,2,49,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11258,1,17,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11259,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11260,1,32,FISCALÍA,ENCONTRADO,MUJER
11261,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11262,12,45,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11263,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11264,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11265,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11266,4,12,EXTRAVIADA,ENCONTRADO,MUJER
11267,1,17,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11268,10,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11269,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11270,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11271,12,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11272,1,16,FISCALÍA,ENCONTRADO,MUJER
11273,4,15,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11274,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11275,1,24,FISCALÍA,ENCONTRADO,MUJER
11276,12,37,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11277,19,12,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11278,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11279,11,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11280,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11281,5,13,EXTRAVIADA,ENCONTRADO,MUJER
11282,19,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11283,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11284,20,31,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11285,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11286,1,17,FISCALÍA,ENCONTRADO,MUJER
11287,11,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11288,1,17,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11289,11,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11290,4,21,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11291,1,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11292,8,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11293,8,23,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11294,4,14,EXTRAVIADA,ENCONTRADO,MUJER
11295,1,43,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11296,5,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11297,13,12,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11298,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11299,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11300,1,29,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11301,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11302,8,19,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11303,1,42,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11304,1,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11305,12,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11306,10,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11307,2,23,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11308,5,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11309,1,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11310,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11311,4,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11312,4,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11313,4,11,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11314,12,55,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11315,1,8,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11316,4,30,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11317,22,19,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11318,2,17,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11319,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11320,3,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11321,1,14,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11322,20,21,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11323,1,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11324,19,17,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11325,4,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11326,7,18,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11327,5,28,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11328,1,25,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11329,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11330,12,36,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11331,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11332,4,11,EXTRAVIADA,ENCONTRADO,MUJER
11333,6,37,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11334,4,12,EXTRAVIADA,ENCONTRADO,MUJER
11335,13,43,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11336,3,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11337,12,55,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11338,4,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11339,20,36,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11340,1,24,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11341,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11342,3,15,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11343,1,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11344,19,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11345,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11346,12,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11347,1,20,FISCALÍA,ENCONTRADO,MUJER
11348,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11349,19,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11350,1,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11351,4,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11352,13,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11353,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11354,1,8,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11355,2,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11356,13,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11357,4,31,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11358,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11359,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11360,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11361,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11362,4,16,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11363,10,20,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11364,16,8,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11365,1,19,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11366,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11367,13,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11368,13,15,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11369,1,26,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11370,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11371,10,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11372,4,39,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11373,4,25,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11374,7,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11375,1,19,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11376,11,16,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11377,1,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11378,1,15,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11379,16,45,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11380,3,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11381,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11382,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11383,8,19,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11384,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11385,1,16,FISCALÍA,ENCONTRADO,MUJER
11386,4,16,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11387,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11388,1,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11389,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11390,18,23,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11391,19,12,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11392,1,15,FISCALÍA,ENCONTRADO,MUJER
11393,18,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11394,8,16,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11395,12,42,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11396,1,47,PROBLEMAS SOCIALES,ENCONTRADO,MUJER
11397,3,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11398,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11399,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11400,3,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11401,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11402,12,13,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11403,2,20,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11404,1,31,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11405,1,17,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11406,20,32,DISCAPACIDADES Y ENFERMEDADES,ENCONTRADO,MUJER
11407,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11408,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
11409,10,13,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11410,4,14,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11411,1,12,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11412,1,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11413,1,23,PROBLEMAS FAMILIARES,DESAPARECIDO,MUJER
11414,22,17,PROBLEMAS FAMILIARES,ENCONTRADO,MUJER
11415,1,39,PROBLEMA ECÓNOMICOS,ENCONTRADO,MUJER
11416,12,54,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
11417,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
