Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
TUNGURAHUA;-1,25433765;-78,6212918;51;HOMBRE;SIN_DATO;SIN_DATO;6/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,26515626;-79,87782914;30;HOMBRE;SIN_DATO;SIN_DATO;28/2/2023;DESAPARECIDO;SIN_DATO
CARCHI;0,81056397;-77,72202731;20;HOMBRE;SIN_DATO;SIN_DATO;16/3/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,2683217;-79,1978398;21;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;19/3/2023;ENCONTRADO;21/3/2023
GUAYAS;-2,0721549;-79,9345141;17;MUJER;SIN_DATO;SIN_DATO;8/3/2023;DESAPARECIDO;SIN_DATO
EL ORO;-3,68018;-79,68357398;41;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;11/3/2023;ENCONTRADO;22/3/2023
GUAYAS;-2,0988723;-79,9542438;17;HOMBRE;SIN_DATO;SIN_DATO;23/2/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,23956858;-79,92039074;44;HOMBRE;SIN_DATO;SIN_DATO;26/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;0,0395746;-78,1456634;6;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/3/2023;ENCONTRADO;28/3/2023
PICHINCHA;-0,190344;-78,3385628;23;MUJER;PROBLEMAS SOCIALES;MIGRACION;26/2/2023;ENCONTRADO;6/4/2023
GUAYAS;-2,23160974;-79,90062819;13;MUJER;SIN_DATO;SIN_DATO;20/1/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1272324;-79,9465508;38;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;13/3/2023;ENCONTRADO;15/3/2023
PICHINCHA;-0,28483496;-78,48927983;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/3/2023;ENCONTRADO;29/3/2023
GUAYAS;-2,1099275;-79,974977;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/3/2023;ENCONTRADO;16/3/2023
AZUAY;-2,86701076;-78,88497745;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;31/3/2023;ENCONTRADO;1/4/2023
PICHINCHA;-0,12910988;-78,44473379;15;MUJER;FISCALÍA;FISCALÍA;7/3/2023;ENCONTRADO;10/3/2023
CARCHI;0,82698215;-77,70258665;15;HOMBRE;SIN_DATO;SIN_DATO;10/3/2023;DESAPARECIDO;SIN_DATO
AZUAY;-2,89002244;-78,99517769;49;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/3/2023;ENCONTRADO;23/3/2023
EL ORO;-3,68650926;-79,62184662;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/3/2023;ENCONTRADO;7/4/2023
PICHINCHA;-0,1670362;-78,3187871;57;HOMBRE;SIN_DATO;SIN_DATO;6/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,2402791;-79,9220686;20;MUJER;SIN_DATO;SIN_DATO;5/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;0,0425351;-78,1458804;14;HOMBRE;SIN_DATO;SIN_DATO;23/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,196075;-79,9013331;28;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/3/2023;ENCONTRADO;2/4/2023
CHIMBORAZO;-2,2898692;-78,9217689;15;MUJER;SIN_DATO;SIN_DATO;22/1/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2930405;-78,5497592;87;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;2/3/2023;ENCONTRADO;11/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,28253355;-79,19848704;3;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/3/2023;ENCONTRADO;31/3/2023
GUAYAS;-2,1627096;-79,9417279;37;HOMBRE;SIN_DATO;SIN_DATO;13/3/2023;DESAPARECIDO;SIN_DATO
AZUAY;-2,863187;-78,964005;18;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/3/2023;ENCONTRADO;5/4/2023
GUAYAS;-2,2435758;-79,8953919;40;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;31/3/2023;ENCONTRADO;7/4/2023
SUCUMBIOS;0,07929528;-77,20878972;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/3/2023;ENCONTRADO;21/3/2023
GUAYAS;-2,17887252;-79,87635697;20;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;12/3/2023;ENCONTRADO;15/3/2023
GUAYAS;-2,1545699;-79,8659089;24;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/3/2023;ENCONTRADO;16/3/2023
PICHINCHA;-0,08862;-78,4631169;30;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;12/3/2023;ENCONTRADO;15/3/2023
LOJA;-3,97757492;-79,2051065;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/3/2023;ENCONTRADO;5/4/2023
CHIMBORAZO;-1,6767883;-78,6453776;29;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/3/2023;ENCONTRADO;3/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,35459613;-79,22791589;17;HOMBRE;FALLECIDO;ACCIDENTAL;12/3/2023;FALLECIDO;15/3/2023
GUAYAS;-2,21954809;-79,93937989;46;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;14/3/2023;ENCONTRADO;15/3/2023
CHIMBORAZO;-1,6813039;-78,6552041;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/3/2023;ENCONTRADO;1/4/2023
GUAYAS;-2,1356592;-79,9347046;71;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;14/3/2023;ENCONTRADO;17/3/2023
PICHINCHA;-0,326118;-78,4529449;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/2/2023;ENCONTRADO;23/3/2023
PICHINCHA;-0,3875814;-78,52260213;28;MUJER;SIN_DATO;SIN_DATO;12/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,1025247;-78,49838734;32;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/3/2023;ENCONTRADO;6/4/2023
CHIMBORAZO;-1,6761292;-78,6321301;17;MUJER;EXTRAVIADA;HOSPITALIZADO;30/3/2023;ENCONTRADO;31/3/2023
CHIMBORAZO;-1,5546662;-78,5405304;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/3/2023;ENCONTRADO;15/3/2023
GUAYAS;-1,39214469;-79,90386974;31;HOMBRE;SIN_DATO;SIN_DATO;5/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,099595;-79,9054745;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/3/2023;ENCONTRADO;15/3/2023
LOJA;-4,0282595;-79,2088096;8;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/3/2023;ENCONTRADO;5/4/2023
LOJA;-4,0282595;-79,2088096;7;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/3/2023;ENCONTRADO;5/4/2023
EL ORO;-3,24557463;-79,83311177;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/3/2023;ENCONTRADO;2/4/2023
GUAYAS;-2,19618545;-79,80715968;18;HOMBRE;SIN_DATO;SIN_DATO;18/2/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,646247;-78,742401;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/3/2023;ENCONTRADO;16/3/2023
TUNGURAHUA;-1,3506448;-78,5596928;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;7/3/2023;ENCONTRADO;9/3/2023
GUAYAS;-2,2088772;-79,9247648;66;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/2/2023;ENCONTRADO;16/4/2023
IMBABURA;0,3346355;-78,1735438;25;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;27/3/2023;ENCONTRADO;2/4/2023
IMBABURA;0,2343005;-78,2610672;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/3/2023;ENCONTRADO;3/4/2023
PICHINCHA;-0,3069491;-78,5018999;21;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/3/2023;ENCONTRADO;15/3/2023
PICHINCHA;-0,10103876;-78,46976817;24;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;17/2/2023;ENCONTRADO;15/3/2023
GUAYAS;-2,99730517;-79,79425415;26;HOMBRE;FALLECIDO;NO DETERMINADA;10/2/2023;FALLECIDO;18/2/2023
PICHINCHA;-0,20470518;-78,44924236;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/2/2023;ENCONTRADO;14/3/2023
EL ORO;-3,2691908;-79,9385228;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/3/2023;ENCONTRADO;9/4/2023
GUAYAS;-2,2402791;-79,9220686;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/3/2023;ENCONTRADO;15/3/2023
PICHINCHA;-0,14243983;-78,49996232;22;HOMBRE;FISCALÍA;FISCALÍA;13/1/2023;ENCONTRADO;13/3/2023
PICHINCHA;-0,2423848;-78,5156793;42;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/3/2023;ENCONTRADO;26/3/2023
PICHINCHA;-0,2956768;-78,546136;31;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/2/2023;ENCONTRADO;1/4/2023
IMBABURA;0,23233859;-78,26003;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;31/3/2023;ENCONTRADO;4/4/2023
PICHINCHA;-0,1270432;-78,4853822;75;MUJER;EXTRAVIADA;PERSONA EXTRAVIADA;7/3/2023;ENCONTRADO;15/3/2023
LOS RIOS;-1,55904033;-79,75379987;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/3/2023;ENCONTRADO;8/3/2023
PICHINCHA;-0,2010926;-78,3778083;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/3/2023;ENCONTRADO;3/4/2023
GUAYAS;-2,14129852;-79,92926422;26;MUJER;SIN_DATO;SIN_DATO;19/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2797677;-78,5149691;33;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/2/2023;ENCONTRADO;15/3/2023
PICHINCHA;-0,2797677;-78,5149691;3;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/2/2023;ENCONTRADO;15/3/2023
LOJA;-4,014875;-79,765167;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/2/2023;ENCONTRADO;2/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,4065073;-79,3028933;6;HOMBRE;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,4065073;-79,3028933;29;HOMBRE;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
SUCUMBIOS;0,04668402;-76,69741858;11;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/2/2023;ENCONTRADO;11/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2748673;-79,1784649;39;HOMBRE;SIN_DATO;SIN_DATO;14/3/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,66939212;-78,6425911;26;MUJER;SIN_DATO;SIN_DATO;14/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1855055;-79,8956223;18;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;13/3/2023;ENCONTRADO;27/3/2023
MORONA SANTIAGO;-2,340197;-77,45932;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/3/2023;ENCONTRADO;3/4/2023
SANTA ELENA;-2,2103069;-80,9624283;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/2/2023;ENCONTRADO;16/3/2023
SANTO DOMINGO DE LOS TSACHILAS;0,01652559;-79,3903434;16;MUJER;SIN_DATO;SIN_DATO;19/3/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,2704893;-79,1722894;40;MUJER;SIN_DATO;SIN_DATO;24/2/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,2704893;-79,1722894;4;HOMBRE;SIN_DATO;SIN_DATO;24/2/2023;DESAPARECIDO;SIN_DATO
COTOPAXI;-0,8779007;-78,64389233;21;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/3/2023;ENCONTRADO;14/3/2023
GUAYAS;-2,20872082;-79,91737834;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/3/2023;ENCONTRADO;16/3/2023
CARCHI;0,5502202;-78,0409416;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/1/2023;ENCONTRADO;15/3/2023
MANABI;-0,95173273;-80,69964409;28;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/3/2023;ENCONTRADO;17/3/2023
PICHINCHA;-0,0960488;-78,4240328;31;MUJER;SIN_DATO;SIN_DATO;11/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,0743121;-78,4624064;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/3/2023;ENCONTRADO;15/3/2023
GUAYAS;-2,0501688;-79,9097097;46;HOMBRE;SIN_DATO;SIN_DATO;9/3/2023;DESAPARECIDO;SIN_DATO
NAPO;-0,98507506;-77,82053804;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/3/2023;ENCONTRADO;23/3/2023
PICHINCHA;-0,0940492;-78,4510101;26;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/3/2023;ENCONTRADO;3/4/2023
GALAPAGOS;-0,7386498;-90,3126872;41;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;31/3/2023;ENCONTRADO;3/4/2023
PICHINCHA;-0,2113598;-78,5213601;22;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/3/2023;ENCONTRADO;17/3/2023
SUCUMBIOS;-0,18915192;-76,63417873;16;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;31/3/2023;ENCONTRADO;5/4/2023
GUAYAS;-2,163865;-79,9066763;21;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/3/2023;ENCONTRADO;16/3/2023
PICHINCHA;-0,13994;-78,5101111;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/3/2023;ENCONTRADO;16/3/2023
BOLIVAR;-1,43077468;-79,27907125;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;8/3/2023;ENCONTRADO;15/3/2023
NAPO;-0,978408;-77,852852;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/3/2023;ENCONTRADO;27/3/2023
SUCUMBIOS;0,00979199;-77,38738207;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/3/2023;ENCONTRADO;16/4/2023
PICHINCHA;-0,3437595;-78,5535601;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/3/2023;ENCONTRADO;17/3/2023
BOLIVAR;-1,58928546;-79,00614057;14;HOMBRE;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;13/3/2023;ENCONTRADO;15/3/2023
GUAYAS;-2,18863507;-79,89282052;13;HOMBRE;SIN_DATO;SIN_DATO;28/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,135729;-78,463626;35;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/3/2023;ENCONTRADO;16/3/2023
BOLIVAR;-1,43308965;-79,25642985;19;MUJER;PROBLEMAS SOCIALES;MIGRACION;12/3/2023;ENCONTRADO;9/4/2023
MANABI;0,00997;-80,08086;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/3/2023;ENCONTRADO;4/4/2023
PICHINCHA;-0,2686143;-78,5400598;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/3/2023;ENCONTRADO;17/3/2023
PICHINCHA;-0,327644;-78,5673547;33;HOMBRE;FALLECIDO;ACCIDENTAL;16/3/2023;FALLECIDO;3/4/2023
PICHINCHA;-0,2042287;-78,4986465;19;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/3/2023;ENCONTRADO;18/3/2023
GUAYAS;-2,1374478;-79,6091397;41;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;31/3/2023;ENCONTRADO;8/4/2023
PICHINCHA;-0,1670362;-78,3187871;23;HOMBRE;SIN_DATO;SIN_DATO;14/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2686367;-78,5400834;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/3/2023;ENCONTRADO;5/4/2023
PICHINCHA;-0,1404344;-78,4779006;29;HOMBRE;SIN_DATO;SIN_DATO;8/2/2023;DESAPARECIDO;SIN_DATO
PASTAZA;-1,48444841;-78,00744729;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;21/3/2023;ENCONTRADO;4/4/2023
EL ORO;-3,25762267;-79,95343318;33;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/2/2023;ENCONTRADO;4/4/2023
EL ORO;-3,25762267;-79,95343318;4;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/2/2023;ENCONTRADO;4/4/2023
GUAYAS;-2,2514992;-79,8793833;15;MUJER;SIN_DATO;SIN_DATO;28/3/2023;DESAPARECIDO;SIN_DATO
MORONA SANTIAGO;-2,3079321;-78,12035995;12;MUJER;SIN_DATO;SIN_DATO;24/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1637967;-79,7930568;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/3/2023;ENCONTRADO;4/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24956572;-79,17231314;20;MUJER;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,3387388;-78,481471;48;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/3/2023;ENCONTRADO;2/4/2023
PICHINCHA;-0,1670362;-78,3187871;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/3/2023;ENCONTRADO;29/3/2023
GUAYAS;-2,2468834;-79,6423258;26;MUJER;SIN_DATO;SIN_DATO;14/3/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,085999;-79,2803499;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/3/2023;ENCONTRADO;4/4/2023
GUAYAS;-2,2468834;-79,6423258;5;HOMBRE;SIN_DATO;SIN_DATO;14/3/2023;DESAPARECIDO;SIN_DATO
TUNGURAHUA;-1,3075411;-78,6384552;46;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/3/2023;ENCONTRADO;4/4/2023
TUNGURAHUA;-1,42719743;-78,61611464;2;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/3/2023;ENCONTRADO;3/4/2023
TUNGURAHUA;-1,42719743;-78,61611464;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/3/2023;ENCONTRADO;3/4/2023
SUCUMBIOS;0,18665712;-76,824979;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/3/2023;ENCONTRADO;28/3/2023
LOJA;-4,01205214;-79,24148117;16;MUJER;SIN_DATO;SIN_DATO;27/3/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,2671018;-79,18188474;16;MUJER;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
EL ORO;-3,26985632;-79,95407542;22;HOMBRE;SIN_DATO;SIN_DATO;22/3/2023;DESAPARECIDO;SIN_DATO
LOJA;-3,9952065;-79,2022123;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/1/2023;ENCONTRADO;4/4/2023
TUNGURAHUA;-1,31026722;-78,54163813;42;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;26/3/2023;ENCONTRADO;3/4/2023
CHIMBORAZO;-1,80544;-78,601212;15;MUJER;SIN_DATO;SIN_DATO;22/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,20064202;-78,49013788;33;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;25/3/2023;ENCONTRADO;5/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,1707211;-79,0831694;47;HOMBRE;SIN_DATO;SIN_DATO;18/3/2023;DESAPARECIDO;SIN_DATO
ESMERALDAS;0,96834201;-79,66324234;18;HOMBRE;SIN_DATO;SIN_DATO;28/3/2023;DESAPARECIDO;SIN_DATO
ESMERALDAS;0,95997139;-79,6482362;34;HOMBRE;FALLECIDO;ASESINATO;31/3/2023;FALLECIDO;5/4/2023
ESMERALDAS;0,90633913;-79,68928332;17;HOMBRE;SIN_DATO;SIN_DATO;27/3/2023;DESAPARECIDO;SIN_DATO
CAÑAR;-2,72406863;-78,82717864;14;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;5/3/2023;ENCONTRADO;12/4/2023
CAÑAR;-2,5548842;-78,93657397;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/3/2023;ENCONTRADO;10/4/2023
ESMERALDAS;0,96655255;-79,65102905;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;16/3/2023;ENCONTRADO;12/4/2023
SANTO DOMINGO DE LOS TSACHILAS;0,01945584;-79,39016467;17;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;26/3/2023;ENCONTRADO;10/4/2023
GUAYAS;-2,19477285;-79,90663659;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/3/2023;ENCONTRADO;7/4/2023
ESMERALDAS;0,33008604;-79,45714057;33;MUJER;SIN_DATO;SIN_DATO;25/3/2023;DESAPARECIDO;SIN_DATO
TUNGURAHUA;-1,33190398;-78,54321873;20;MUJER;SIN_DATO;SIN_DATO;21/3/2023;DESAPARECIDO;SIN_DATO
PASTAZA;-1,53014171;-77,83427238;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/3/2023;ENCONTRADO;5/4/2023
PICHINCHA;-0,0426285;-78,4309824;16;MUJER;SIN_DATO;SIN_DATO;13/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,23468298;-78,49236744;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/3/2023;ENCONTRADO;5/4/2023
PICHINCHA;-0,08125168;-78,44759998;29;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/3/2023;ENCONTRADO;6/4/2023
GUAYAS;-2,1099275;-79,974977;23;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/3/2023;ENCONTRADO;20/3/2023
GUAYAS;-2,12827631;-79,89337201;47;MUJER;SIN_DATO;SIN_DATO;25/2/2023;DESAPARECIDO;SIN_DATO
SUCUMBIOS;0,07827455;-76,89463969;18;MUJER;SIN_DATO;SIN_DATO;9/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2543446;-78,5038634;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/3/2023;ENCONTRADO;6/4/2023
AZUAY;-2,89200217;-78,97585481;45;HOMBRE;SIN_DATO;SIN_DATO;22/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,2308531;-79,9175211;12;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/3/2023;ENCONTRADO;7/4/2023
LOJA;-3,97139392;-79,19876575;10;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/1/2023;ENCONTRADO;6/4/2023
IMBABURA;0,2242993;-78,2603628;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/3/2023;ENCONTRADO;15/3/2023
LOS RIOS;-0,7781123;-79,5153773;67;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/3/2023;ENCONTRADO;10/4/2023
LOS RIOS;-0,87715941;-79,48770307;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/3/2023;ENCONTRADO;29/3/2023
LOS RIOS;-0,57563794;-79,36905;13;MUJER;SIN_DATO;SIN_DATO;27/3/2023;DESAPARECIDO;SIN_DATO
MANABI;-1,05625301;-80,44004909;25;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;1/3/2023;ENCONTRADO;1/4/2023
MORONA SANTIAGO;-1,94566696;-77,99000509;17;MUJER;SIN_DATO;SIN_DATO;23/3/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-0,99261981;-79,43959057;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/3/2023;ENCONTRADO;13/4/2023
GUAYAS;-2,1658732;-79,9191396;18;MUJER;SIN_DATO;SIN_DATO;11/3/2023;DESAPARECIDO;SIN_DATO
CAÑAR;-2,71080908;-78,88273737;22;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;27/3/2023;ENCONTRADO;11/4/2023
CAÑAR;-2,35771587;-79,39788832;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/1/2023;ENCONTRADO;11/4/2023
SANTA ELENA;-2,219179;-80,961044;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/2/2023;ENCONTRADO;16/4/2023
GUAYAS;-2,25471981;-79,8789651;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/3/2023;ENCONTRADO;12/4/2023
GUAYAS;-2,21029268;-79,91424222;16;MUJER;SIN_DATO;SIN_DATO;17/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,29719077;-78,52834858;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/3/2023;ENCONTRADO;13/4/2023
